processo,duracao,status,data_distribuicao,data_decisao,camara,crime,liminar,fisico,decisao
20058876220228260000,51,1,2022-01-19,2022-03-11,6CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20058901720228260000,29,1,2022-01-19,2022-02-17,5CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20058936920228260000,37,1,2022-01-19,2022-02-25,12CDC,Furto Qualificado,não,não,denegado
20058989120228260000,35,1,2022-01-19,2022-02-23,1CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20059144520228260000,68,1,2022-01-19,2022-03-28,8CDC,Crimes do Sistema Nacional de Armas,não,não,denegado
20059352120228260000,26,1,2022-01-19,2022-02-14,1CDC,Furto,não,não,denegado
20059387320228260000,22,1,2022-01-19,2022-02-10,2CDC,Execução penal,não,não,denegado
20059395820228260000,20,1,2022-01-19,2022-02-08,11CDC,Furto,não,não,concedido
20059404320228260000,29,1,2022-01-19,2022-02-17,13CDC,Homicídio Qualificado,não,não,denegado
20059482020228260000,33,1,2022-01-19,2022-02-21,13CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20059508720228260000,56,1,2022-01-19,2022-03-16,1CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20059534220228260000,49,1,2022-01-19,2022-03-09,9CDC,Homicídio Simples,não,não,prejudicado/extinto
20059664120228260000,83,1,2022-01-19,2022-04-12,4CDC,Roubo,não,não,denegado
20059794020228260000,35,1,2022-01-19,2022-02-23,9CDC,Furto Qualificado,não,não,não conhecido
20059880220228260000,267,0,2022-01-19,NA,6CDC,Homicídio Qualificado,não,não,NA
20060053820228260000,34,1,2022-01-19,2022-02-22,14CDC,Homicídio Qualificado,não,não,denegado
20060062320228260000,47,1,2022-01-19,2022-03-07,8CDC,Tráfico de Drogas e Condutas Afins,não,não,não conhecido
20060158220228260000,61,1,2022-01-19,2022-03-21,4CDC,Constrangimento ilegal,não,não,denegado
20060192220228260000,36,1,2022-01-19,2022-02-24,14CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20060200720228260000,21,1,2022-01-19,2022-02-09,1CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20060218920228260000,54,1,2022-01-19,2022-03-14,16CDC,Roubo,não,não,denegado
20060365820228260000,29,1,2022-01-19,2022-02-17,8CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20060374320228260000,48,1,2022-01-19,2022-03-08,12CDC,Furto Qualificado,não,não,denegado
20060409520228260000,35,1,2022-01-19,2022-02-23,16CDC,Apropriação indébita,não,não,concedido
20060443520228260000,48,1,2022-01-19,2022-03-08,12CDC,Furto Qualificado,não,não,denegado
20060495720228260000,14,1,2022-01-19,2022-02-02,6CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20060573420228260000,64,1,2022-01-19,2022-03-24,10CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20060581920228260000,43,1,2022-01-19,2022-03-03,7CDC,Roubo,não,não,denegado
20060625620228260000,44,1,2022-01-19,2022-03-04,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20060669320228260000,23,1,2022-01-19,2022-02-11,13CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20060694820228260000,65,1,2022-01-19,2022-03-25,3CDC,Decorrente de Violência Doméstica,não,não,não conhecido
20060772520228260000,55,1,2022-01-19,2022-03-15,7CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20061059020228260000,100,1,2022-01-19,2022-04-29,10CDC,Homicídio Qualificado,não,não,denegado
20061076020228260000,35,1,2022-01-19,2022-02-23,9CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20061084520228260000,63,1,2022-01-20,2022-03-24,14CDC,Lei nº. 8429/92,não,não,denegado
20061128220228260000,28,1,2022-01-20,2022-02-17,9CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20061335820228260000,27,1,2022-01-20,2022-02-16,11CDC,Homicídio Qualificado,não,não,denegado
20061396520228260000,20,1,2022-01-20,2022-02-09,5CDC,Furto Qualificado,não,não,denegado
20061413520228260000,18,1,2022-01-20,2022-02-07,11CDC,Corrupção ativa,não,não,não conhecido
20061448720228260000,18,1,2022-01-20,2022-02-07,3CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,não conhecido
20061465720228260000,266,0,2022-01-20,NA,13CDC,Furto Qualificado,não,não,NA
20061482720228260000,25,1,2022-01-20,2022-02-14,8CDC,Roubo,não,não,denegado
20061543420228260000,61,1,2022-01-20,2022-03-22,8CDC,Crimes do Sistema Nacional de Armas,não,não,denegado
20061595620228260000,266,0,2022-01-20,NA,7CDC,Furto,não,não,NA
20061639320228260000,34,1,2022-01-20,2022-02-23,9CDC,Falsificação de documento público,não,não,não conhecido
20061717020228260000,98,1,2022-01-20,2022-04-28,9CDC,Roubo Majorado,não,não,prejudicado/extinto
20061794720228260000,27,1,2022-01-20,2022-02-16,15CDC,Fato Atípico,não,não,denegado
20061907620228260000,266,0,2022-01-20,NA,5CDC,Roubo,não,não,NA
20062158920228260000,22,1,2022-01-20,2022-02-11,1CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20062184420228260000,48,1,2022-01-20,2022-03-09,10CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,denegado
20062219620228260000,28,1,2022-01-20,2022-02-17,11CDC,Crimes contra a vida,não,não,denegado
20062245120228260000,64,1,2022-01-20,2022-03-25,16CDC,Estelionato,não,não,prejudicado/extinto
20062626320228260000,49,1,2022-01-20,2022-03-10,11CDC,Roubo,não,não,denegado
20062678520228260000,28,1,2022-01-20,2022-02-17,1CDC,Roubo,não,não,denegado
20062721020228260000,266,0,2022-01-20,NA,14CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20062739220228260000,104,1,2022-01-20,2022-05-04,4CDC,Dano,não,não,prejudicado/extinto
20062808420228260000,61,1,2022-01-20,2022-03-22,8CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20063007520228260000,21,1,2022-01-20,2022-02-10,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20063059720228260000,28,1,2022-01-20,2022-02-17,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20063162920228260000,35,1,2022-01-20,2022-02-24,11CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20063198120228260000,29,1,2022-01-20,2022-02-18,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20063292820228260000,77,1,2022-01-20,2022-04-07,6GDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,não conhecido
20063328020228260000,32,1,2022-01-20,2022-02-21,5CDC,Crimes contra a vida,não,não,denegado
20063431220228260000,34,1,2022-01-20,2022-02-23,9CDC,Roubo,não,não,concedido
20063449420228260000,34,1,2022-01-20,2022-02-23,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20063561120228260000,266,0,2022-01-20,NA,14CDC,Constrangimento ilegal,não,não,NA
20063596320228260000,54,1,2022-01-20,2022-03-15,12CDC,Extorsão,não,não,denegado
20063621820228260000,43,1,2022-01-20,2022-03-04,2CDC,Receptação Qualificada,não,não,denegado
20063743220228260000,5,1,2022-01-20,2022-01-25,8CDC,Execução penal,sim,não,denegado
20063786920228260000,22,1,2022-01-20,2022-02-11,16CDC,Dano,sim,não,concedido
20064038220228260000,63,1,2022-01-20,2022-03-24,10CDC,Homicídio Qualificado,não,não,denegado
20064210620228260000,35,1,2022-01-20,2022-02-24,10CDC,Tráfico de Drogas e Condutas Afins,sim,não,concedido
20064392720228260000,55,1,2022-01-20,2022-03-16,7CDC,Crimes do Sistema Nacional de Armas,não,não,denegado
20064470420228260000,36,1,2022-01-20,2022-02-25,6CDC,Tráfico de Drogas e Condutas Afins,não,não,não conhecido
20064522620228260000,26,1,2022-01-20,2022-02-15,13CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20064574820228260000,36,1,2022-01-20,2022-02-25,9CDC,Furto Qualificado,não,não,concedido
20064591820228260000,8,1,2022-01-20,2022-01-28,7CDC,Roubo,não,não,denegado
20064652520228260000,36,1,2022-01-20,2022-02-25,1CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20064765420228260000,14,1,2022-01-20,2022-02-03,8CDC,Crimes contra a vida,sim,não,denegado
20064851620228260000,60,1,2022-01-20,2022-03-21,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20064903820228260000,266,0,2022-01-20,NA,6CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20065025220228260000,27,1,2022-01-20,2022-02-16,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20065129620228260000,22,1,2022-01-20,2022-02-11,14CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20065155120228260000,266,0,2022-01-20,NA,5CDC,Execução penal,não,não,NA
20065215820228260000,20,1,2022-01-20,2022-02-09,1CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20065224320228260000,61,1,2022-01-20,2022-03-22,12CDC,Extorsão,não,não,denegado
20065241320228260000,22,1,2022-01-20,2022-02-11,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20065293520228260000,25,1,2022-01-20,2022-02-14,2CDC,Receptação,não,não,denegado
20065337220228260000,266,0,2022-01-20,NA,7CDC,Execução penal,não,não,NA
20065501120228260000,266,0,2022-01-20,NA,14CDC,Estelionato,não,não,NA
20065683220228260000,82,1,2022-01-20,2022-04-12,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20065718420228260000,47,1,2022-01-20,2022-03-08,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20065726920228260000,55,1,2022-01-20,2022-03-16,1CDC,Homicídio Qualificado,não,não,denegado
20065752420228260000,35,1,2022-01-20,2022-02-24,8CDC,Grave,não,não,denegado
20065813120228260000,33,1,2022-01-20,2022-02-22,1CDC,Fato Atípico,não,não,denegado
20065882320228260000,112,1,2022-01-20,2022-05-12,8CDC,Furto Qualificado,não,não,denegado
20065995220228260000,266,0,2022-01-20,NA,3CDC,Furto,não,não,NA
20066307220228260000,36,1,2022-01-20,2022-02-25,9CDC,Extorsão mediante seqüestro,não,não,denegado
20066359420228260000,32,1,2022-01-20,2022-02-21,5CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20066428620228260000,63,1,2022-01-20,2022-03-24,16CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20066445620228260000,22,1,2022-01-20,2022-02-11,14CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,denegado
20066471120228260000,49,1,2022-01-20,2022-03-10,15CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,denegado
20066567020228260000,25,1,2022-01-20,2022-02-14,11CDC,Resistência,não,não,denegado
20066592520228260000,29,1,2022-01-20,2022-02-18,1CDC,Roubo,não,não,denegado
20066601020228260000,49,1,2022-01-20,2022-03-10,5CDC,Execução penal,não,não,denegado
20066730920228260000,69,1,2022-01-20,2022-03-30,9CDC,Roubo,não,não,prejudicado/extinto
20066783120228260000,36,1,2022-01-20,2022-02-25,9CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20066818320228260000,46,1,2022-01-20,2022-03-07,13CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20066843820228260000,25,1,2022-01-20,2022-02-14,10CDC,Roubo,não,não,denegado
20066879020228260000,36,1,2022-01-20,2022-02-25,9CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20066887520228260000,265,0,2022-01-21,NA,13CDC,Crimes contra os Costumes,não,não,NA
20066939720228260000,36,1,2022-01-20,2022-02-25,9CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20066982220228260000,43,1,2022-01-20,2022-03-04,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20067025920228260000,35,1,2022-01-20,2022-02-24,2CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20067095120228260000,28,1,2022-01-20,2022-02-17,13CDC,Roubo,não,não,não conhecido
20067138820228260000,26,1,2022-01-20,2022-02-15,15CDC,Furto,não,não,denegado
20067216520228260000,22,1,2022-01-20,2022-02-11,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20067233520228260000,36,1,2022-01-20,2022-02-25,16CDC,Crimes Praticados por Funcionários Públicos Contra a Administração em Geral,não,não,concedido
20067337920228260000,43,1,2022-01-20,2022-03-04,7CDC,Uso de documento falso,não,não,prejudicado/extinto
20067346420228260000,15,1,2022-01-20,2022-02-04,7CDC,Execução penal,sim,não,denegado
20067407120228260000,28,1,2022-01-20,2022-02-17,6CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20067554020228260000,33,1,2022-01-20,2022-02-22,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20067597720228260000,53,1,2022-01-20,2022-03-14,9CDC,Roubo,não,não,denegado
20067891520228260000,28,1,2022-01-20,2022-02-17,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20067995920228260000,28,1,2022-01-20,2022-02-17,2CDC,Roubo,não,não,denegado
20068134320228260000,49,1,2022-01-20,2022-03-10,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20068151320228260000,36,1,2022-01-20,2022-02-25,9CDC,Receptação,não,não,denegado
20068169520228260000,62,1,2022-01-20,2022-03-23,3CDC,Associação para a Produção e Tráfico e Condutas Afins,não,não,denegado
20068446320228260000,29,1,2022-01-20,2022-02-18,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20068471820228260000,28,1,2022-01-20,2022-02-17,4CDC,Homicídio Qualificado,não,não,denegado
20068498520228260000,265,0,2022-01-21,NA,3CDC,Falsidade ideológica,não,não,NA
20068567720228260000,27,1,2022-01-20,2022-02-16,11CDC,Execução penal,não,não,prejudicado/extinto
20068584720228260000,48,1,2022-01-21,2022-03-10,10CDC,Roubo,não,não,denegado
20068653920228260000,13,1,2022-01-20,2022-02-02,6CDC,Homicídio Privilegiado,não,não,não conhecido
20068783820228260000,55,1,2022-01-20,2022-03-16,1CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,não conhecido
20068965920228260000,48,1,2022-01-20,2022-03-09,6CDC,Furto Qualificado,não,não,prejudicado/extinto
20069104320228260000,31,1,2022-01-21,2022-02-21,1CDC,Falsificação de documento particular,não,não,não conhecido
20069234220228260000,21,1,2022-01-21,2022-02-11,11CDC,Fabricação de Objeto Destinado a Produção de Drogas e Condutas Afins,não,não,denegado
20069485520228260000,45,1,2022-01-21,2022-03-07,14CDC,Tráfico de Drogas e Condutas Afins,não,não,não conhecido
20069511020228260000,31,1,2022-01-21,2022-02-21,8CDC,Furto,não,não,denegado
20069554720228260000,48,1,2022-01-21,2022-03-10,1CDC,Crimes do Sistema Nacional de Armas,não,não,concedido
20069623920228260000,74,1,2022-01-21,2022-04-05,8CDC,Roubo,não,não,denegado
20069659120228260000,19,1,2022-01-21,2022-02-09,5CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20069770820228260000,109,1,2022-01-21,2022-05-10,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20069823020228260000,77,1,2022-01-21,2022-04-08,9CDC,Crimes do Sistema Nacional de Armas,não,não,denegado
20069935920228260000,265,0,2022-01-21,NA,10CDC,Roubo,não,não,NA
20069952920228260000,42,1,2022-01-21,2022-03-04,8CDC,Furto,não,não,denegado
20069988120228260000,76,1,2022-01-21,2022-04-07,6CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20070030620228260000,20,1,2022-01-21,2022-02-10,2CDC,"Promoção, constituição, financiamento ou integração de Organização Criminosa",não,não,denegado
20070091320228260000,24,1,2022-01-21,2022-02-14,14CDC,Desacato,não,não,concedido
20070239420228260000,46,1,2022-01-21,2022-03-08,8CDC,Crimes contra a vida,não,não,denegado
20070281920228260000,33,1,2022-01-21,2022-02-23,16CDC,Tráfico de Drogas e Condutas Afins,sim,não,concedido
20070342620228260000,237,1,2022-01-21,2022-09-15,3CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20070420320228260000,66,1,2022-01-21,2022-03-28,3CDC,Seqüestro e cárcere privado,não,não,denegado
20070447020228260000,28,1,2022-01-21,2022-02-18,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20070550220228260000,76,1,2022-01-21,2022-04-07,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20070905920228260000,88,1,2022-01-21,2022-04-19,3CDC,Furto Qualificado,não,não,não conhecido
20070914420228260000,46,1,2022-01-21,2022-03-08,3CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20071035820228260000,14,1,2022-01-21,2022-02-04,3CDC,Roubo,não,não,denegado
20071278620228260000,35,1,2022-01-21,2022-02-25,12CDC,Roubo,não,não,denegado
20071295620228260000,19,1,2022-01-21,2022-02-09,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20071312620228260000,25,1,2022-01-21,2022-02-15,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20071563920228260000,105,1,2022-01-21,2022-05-06,8CDC,"Crimes de ""Lavagem"" ou Ocultação de Bens, Direitos ou Valores",não,não,prejudicado/extinto
20071580920228260000,26,1,2022-01-21,2022-02-16,7CDC,Roubo,não,não,denegado
20071659820228260000,32,1,2022-01-21,2022-02-22,14CDC,Extorsão,não,não,denegado
20071668320228260000,32,1,2022-01-21,2022-02-22,9CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20071746020228260000,33,1,2022-01-21,2022-02-23,16CDC,Crimes contra a vida,não,não,denegado
20071789720228260000,4,1,2022-01-21,2022-01-25,1CDC,Ameaça,sim,não,denegado
20071997320228260000,265,0,2022-01-21,NA,14CDC,Roubo,não,não,NA
20072092020228260000,33,1,2022-01-21,2022-02-23,6CDC,Crimes do Sistema Nacional de Armas,não,não,denegado
20072135720228260000,10,1,2022-01-21,2022-01-31,8CDC,Roubo,sim,não,denegado
20072282620228260000,55,1,2022-01-21,2022-03-17,9CDC,Extorsão mediante seqüestro,não,não,denegado
20072550920228260000,20,1,2022-01-21,2022-02-10,12CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20072663820228260000,40,1,2022-01-21,2022-03-02,13CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20072672320228260000,35,1,2022-01-21,2022-02-25,10CDC,Roubo,não,não,denegado
20072680820228260000,45,1,2022-01-21,2022-03-07,2CDC,Homicídio Simples,não,não,concedido
20072733020228260000,56,1,2022-01-21,2022-03-18,7CDC,Crimes contra a vida,não,não,denegado
20072759720228260000,26,1,2022-01-21,2022-02-16,7CDC,Roubo,não,não,denegado
20072810720228260000,31,1,2022-01-21,2022-02-21,8CDC,Estelionato,não,não,denegado
20072889620228260000,52,1,2022-01-21,2022-03-14,7CDC,Roubo Majorado,não,não,prejudicado/extinto
20072992820228260000,62,1,2022-01-21,2022-03-24,9CDC,Execução penal,não,não,não conhecido
20073062020228260000,26,1,2022-01-21,2022-02-16,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20073191920228260000,27,1,2022-01-21,2022-02-17,2CDC,Furto Qualificado,não,não,denegado
20073374020228260000,27,1,2022-01-21,2022-02-17,10CDC,Roubo,não,não,denegado
20073495420228260000,31,1,2022-01-21,2022-02-21,8CDC,Roubo,não,não,prejudicado/extinto
20073503920228260000,56,1,2022-01-21,2022-03-18,13CDC,Execução penal,não,não,não conhecido
20073807420228260000,45,1,2022-01-21,2022-03-07,7CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20073989520228260000,36,1,2022-01-21,2022-02-26,16CDC,Quadrilha ou Bando,sim,não,concedido
20074092720228260000,27,1,2022-01-21,2022-02-17,9CDC,Extorsão mediante seqüestro,não,não,não conhecido
20074222620228260000,73,1,2022-01-21,2022-04-04,7CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20074379220228260000,13,1,2022-01-21,2022-02-03,8CDC,Roubo,sim,não,denegado
20074620820228260000,26,1,2022-01-21,2022-02-16,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20074656020228260000,59,1,2022-01-21,2022-03-21,4CDC,"Expor a perigo integridade e saúde física ou psíquica do idoso, resultando morte (Artigo 99, §2º)",não,não,denegado
20074664520228260000,50,1,2022-01-21,2022-03-12,16CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20074699720228260000,70,1,2022-01-21,2022-04-01,7CDC,Furto Qualificado,não,não,denegado
20074777420228260000,12,1,2022-01-21,2022-02-02,6CDC,Tráfico de Drogas e Condutas Afins,sim,não,denegado
20074863620228260000,61,1,2022-01-21,2022-03-23,3CDC,Crimes do Sistema Nacional de Armas,não,não,desistência
20074968020228260000,21,1,2022-01-21,2022-02-11,16CDC,Extorsão,não,não,não conhecido
20075037220228260000,49,1,2022-01-21,2022-03-11,1CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20075089420228260000,26,1,2022-01-21,2022-02-16,3CDC,Associação para a Produção e Tráfico e Condutas Afins,não,não,denegado
20075106420228260000,35,1,2022-01-21,2022-02-25,6CDC,Furto Qualificado,não,não,denegado
20075184120228260000,27,1,2022-01-21,2022-02-17,12CDC,Estelionato,não,não,denegado
20075236320228260000,52,1,2022-01-21,2022-03-14,13CDC,Tráfico de Drogas e Condutas Afins,não,não,não conhecido
20075253320228260000,116,1,2022-01-21,2022-05-17,4CDC,Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais,não,não,denegado
20075261820228260000,26,1,2022-01-21,2022-02-16,5CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20075297020228260000,86,1,2022-01-21,2022-04-17,1CDC,Roubo,não,não,denegado
20075331020228260000,18,1,2022-01-21,2022-02-08,6CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20075435420228260000,60,1,2022-01-21,2022-03-22,7CDC,Roubo,não,não,denegado
20075808120228260000,21,1,2022-01-21,2022-02-11,5CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20076067920228260000,21,1,2022-01-21,2022-02-11,14CDC,Roubo,não,não,denegado
20076388420228260000,24,1,2022-01-21,2022-02-14,13CDC,Roubo,não,não,denegado
20076812120228260000,41,1,2022-01-21,2022-03-03,5CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20076820620228260000,54,1,2022-01-21,2022-03-16,1CDC,Associação Criminosa,não,não,denegado
20077237020228260000,32,1,2022-01-21,2022-02-22,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20077358420228260000,61,1,2022-01-21,2022-03-23,8CDC,Furto Qualificado,não,não,denegado
20077591520228260000,40,1,2022-01-21,2022-03-02,13CDC,Receptação,não,não,denegado
20077652220228260000,49,1,2022-01-21,2022-03-11,1CDC,Roubo,não,não,prejudicado/extinto
20077773620228260000,32,1,2022-01-21,2022-02-22,12CDC,Tráfico de Drogas e Condutas Afins,sim,não,concedido
20077895020228260000,33,1,2022-01-21,2022-02-23,12CDC,Roubo,não,não,denegado
20078007920228260000,265,0,2022-01-21,NA,11CDC,Execução penal,não,não,NA
20078050420228260000,265,0,2022-01-21,NA,14CDC,Furto,não,não,NA
20078077120228260000,14,1,2022-01-21,2022-02-04,8CDC,Roubo,não,não,denegado
20078215520228260000,265,0,2022-01-21,NA,12CDC,Adulteração de Sinal Identificador de Veículo Automotor,não,não,NA
20078232520228260000,62,1,2022-01-21,2022-03-24,14CDC,Apropriação indébita,não,não,denegado
20078475320228260000,10,1,2022-01-25,2022-02-04,5CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20078743620228260000,31,1,2022-01-25,2022-02-25,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20079081120228260000,65,1,2022-01-25,2022-03-31,10CDC,Homicídio Privilegiado,não,não,denegado
20079150320228260000,31,1,2022-01-25,2022-02-25,6CDC,Homicídio Qualificado,não,não,denegado
20079575220228260000,45,1,2022-01-25,2022-03-11,11CDC,Roubo,não,não,denegado
20079644420228260000,8,1,2022-01-25,2022-02-02,6CDC,Receptação Qualificada,sim,não,denegado
20079661420228260000,24,1,2022-01-22,2022-02-15,6CDC,Associação para a Produção e Tráfico e Condutas Afins,não,não,denegado
20079722120228260000,53,1,2022-01-22,2022-03-16,14CDC,Roubo,não,não,denegado
20079774320228260000,22,1,2022-01-25,2022-02-16,15CDC,Estelionato,não,não,denegado
20079835020228260000,39,1,2022-01-22,2022-03-02,15CDC,Receptação,não,não,concedido
20079860520228260000,50,1,2022-01-25,2022-03-16,12CDC,Roubo,não,não,denegado
20079895720228260000,52,1,2022-01-22,2022-03-15,10CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20079912720228260000,73,1,2022-01-22,2022-04-05,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20079939420228260000,11,1,2022-01-22,2022-02-02,6CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20079964920228260000,34,1,2022-01-22,2022-02-25,11CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20079981920228260000,27,1,2022-01-22,2022-02-18,14CDC,Furto Qualificado,não,não,prejudicado/extinto
20080025620228260000,31,1,2022-01-22,2022-02-22,6CDC,Furto,não,não,denegado
20080051120228260000,33,1,2022-01-22,2022-02-24,9CDC,Ameaça,não,não,denegado
20080077820228260000,26,1,2022-01-22,2022-02-17,2CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20080094820228260000,22,1,2022-01-25,2022-02-16,15CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,denegado
20080111820228260000,38,1,2022-01-25,2022-03-04,8CDC,Crimes do Sistema Nacional de Armas,não,não,denegado
20080120320228260000,30,1,2022-01-25,2022-02-24,12CDC,Furto,não,não,concedido
20080155520228260000,261,0,2022-01-25,NA,1CDC,Crimes contra a vida,não,não,NA
20080181020228260000,261,0,2022-01-25,NA,6CDC,Crimes do Sistema Nacional de Armas,não,não,NA
20080224720228260000,13,1,2022-01-25,2022-02-07,11CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20080233220228260000,59,1,2022-01-25,2022-03-25,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20080250220228260000,261,0,2022-01-25,NA,10CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20080293920228260000,22,1,2022-01-25,2022-02-16,15CDC,Homicídio Qualificado,não,não,denegado
20080459020228260000,30,1,2022-01-25,2022-02-24,4CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20080476020228260000,48,1,2022-01-25,2022-03-14,10CDC,Roubo,não,não,denegado
20080519720228260000,31,1,2022-01-25,2022-02-25,1CDC,Roubo,não,não,denegado
20080545220228260000,8,1,2022-01-25,2022-02-02,6CDC,Tráfico de Drogas e Condutas Afins,sim,não,denegado
20080614420228260000,23,1,2022-01-25,2022-02-17,8CDC,Associação para a Produção e Tráfico e Condutas Afins,não,não,denegado
20080649620228260000,19,1,2022-01-23,2022-02-11,11CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20080658120228260000,33,1,2022-01-23,2022-02-25,12CDC,Decorrente de Violência Doméstica,não,não,denegado
20080666620228260000,33,1,2022-01-23,2022-02-25,6CDC,Crimes do Sistema Nacional de Armas,não,não,denegado
20080675120228260000,263,0,2022-01-23,NA,1CDC,Homicídio Qualificado,não,não,NA
20080683620228260000,44,1,2022-01-23,2022-03-08,15CDC,Furto,não,não,prejudicado/extinto
20080692120228260000,17,1,2022-01-23,2022-02-09,1CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20080700620228260000,261,0,2022-01-25,NA,6CDC,Crimes do Sistema Nacional de Armas,não,não,NA
20080718820228260000,50,1,2022-01-23,2022-03-14,7CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
