processo,duracao,status,data_distribuicao,data_decisao,camara,crime,liminar,fisico,decisao
00080833920228260000,63,1,2022-03-14,2022-05-16,11CDC,Roubo,não,sim,não conhecido
00080842420228260000,46,1,2022-03-14,2022-04-29,9CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00080869120228260000,35,1,2022-03-14,2022-04-18,13CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00080877620228260000,35,1,2022-03-14,2022-04-18,9CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00080903120228260000,213,0,2022-03-14,NA,4CDC,Execução penal,não,sim,NA
00080911620228260000,21,1,2022-03-14,2022-04-04,8CDC,Execução penal,não,sim,não conhecido
00080946820228260000,46,1,2022-03-14,2022-04-29,2CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00080955320228260000,213,0,2022-03-14,NA,4CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00080963820228260000,213,0,2022-03-14,NA,6CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00080972320228260000,35,1,2022-03-14,2022-04-18,12CDC,Execução penal,não,sim,denegado
00081414220228260000,49,1,2022-03-14,2022-05-02,16CDC,Furto Qualificado,não,sim,concedido
00082627020228260000,24,1,2022-03-15,2022-04-08,2CDC,Roubo,não,sim,denegado
00082635520228260000,212,0,2022-03-15,NA,13CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00082652520228260000,35,1,2022-03-15,2022-04-19,9CDC,Execução penal,não,sim,não conhecido
00082661020228260000,44,1,2022-03-15,2022-04-28,6CDC,Furto,não,sim,denegado
00082687720228260000,24,1,2022-03-15,2022-04-08,14CDC,Execução penal,não,sim,não conhecido
00084713920228260000,211,0,2022-03-16,NA,16CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00084722420228260000,211,0,2022-03-16,NA,4CDC,Execução penal,não,sim,NA
00084730920228260000,211,0,2022-03-16,NA,13CDC,Furto,não,sim,NA
00084774620228260000,22,1,2022-03-16,2022-04-07,11CDC,Execução penal,não,sim,prejudicado/extinto
00084783120228260000,211,0,2022-03-16,NA,14CDC,Execução penal,não,sim,NA
00084791620228260000,34,1,2022-03-16,2022-04-19,8CDC,Homicídio Qualificado,sim,sim,denegado
00084809820228260000,9,1,2022-03-16,2022-03-25,6CDC,Tráfico de Drogas e Condutas Afins,não,sim,prejudicado/extinto
00084818320228260000,211,0,2022-03-16,NA,7CDC,Homicídio Qualificado,não,sim,NA
00085017420228260000,210,0,2022-03-17,NA,3CDC,aberto,não,sim,NA
00085051420228260000,48,1,2022-03-17,2022-05-04,2CDC,Furto Qualificado,não,sim,denegado
00085424120228260000,55,1,2022-03-17,2022-05-11,4CDC,Extorsão,não,sim,denegado
00085432620228260000,15,1,2022-03-17,2022-04-01,11CDC,Roubo Majorado,não,sim,denegado
00085441120228260000,210,0,2022-03-17,NA,15CDC,Roubo Majorado,não,sim,NA
00085459320228260000,210,0,2022-03-17,NA,6CDC,Roubo Majorado,não,sim,NA
00085467820228260000,34,1,2022-03-17,2022-04-20,11CDC,Homicídio Qualificado,não,sim,prejudicado/extinto
00085891520228260000,42,1,2022-03-18,2022-04-29,4CDC,Latrocínio,não,sim,não conhecido
00085935220228260000,6,1,2022-03-18,2022-03-24,5CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00085952220228260000,24,1,2022-03-18,2022-04-11,7CDC,Tráfico de Drogas e Condutas Afins,sim,sim,denegado
00086004420228260000,62,1,2022-03-18,2022-05-19,3CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00086012920228260000,209,0,2022-03-18,NA,15CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00086021420228260000,20,1,2022-03-18,2022-04-07,8CDC,Roubo Majorado,não,sim,não conhecido
00086039620228260000,209,0,2022-03-18,NA,13CDC,Latrocínio,não,sim,NA
00086048120228260000,42,1,2022-03-18,2022-04-29,3CDC,Roubo,não,sim,não conhecido
00086056620228260000,209,0,2022-03-18,NA,13CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00086108820228260000,55,1,2022-03-18,2022-05-12,12CDC,Fechado,não,sim,não conhecido
00086117320228260000,34,1,2022-03-18,2022-04-21,8CDC,Roubo,não,sim,não conhecido
00086125820228260000,59,1,2022-03-18,2022-05-16,10CDC,Execução penal,não,sim,não conhecido
00086134320228260000,209,0,2022-03-18,NA,13CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00086142820228260000,56,1,2022-03-18,2022-05-13,7CDC,Crimes contra a vida,não,sim,não conhecido
00086151320228260000,209,0,2022-03-18,NA,6CDC,aberto,não,sim,NA
00086169520228260000,209,0,2022-03-18,NA,14CDC,Fechado,não,sim,NA
00086186520228260000,38,1,2022-03-18,2022-04-25,5CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00086195020228260000,209,0,2022-03-18,NA,13CDC,aberto,não,sim,NA
00086203520228260000,52,1,2022-03-18,2022-05-09,7CDC,Execução penal,não,sim,não conhecido
00086220520228260000,54,1,2022-03-18,2022-05-11,11CDC,Crimes contra o Patrimônio,não,sim,denegado
00086238720228260000,26,1,2022-03-18,2022-04-13,16CDC,Roubo,não,sim,prejudicado/extinto
00086247220228260000,13,1,2022-03-18,2022-03-31,9CDC,Execução penal,sim,sim,denegado
00086264220228260000,39,1,2022-03-18,2022-04-26,11CDC,Execução penal,não,sim,prejudicado/extinto
00086272720228260000,11,1,2022-03-18,2022-03-29,8CDC,Roubo,sim,sim,denegado
00086299420228260000,209,0,2022-03-18,NA,7CDC,Furto,não,sim,NA
00086307920228260000,31,1,2022-03-18,2022-04-18,13CDC,Roubo,não,sim,denegado
00086316420228260000,40,1,2022-03-18,2022-04-27,5CDC,Execução penal,não,sim,denegado
00086324920228260000,209,0,2022-03-18,NA,14CDC,Execução penal,não,sim,NA
00086341920228260000,13,1,2022-03-18,2022-03-31,9CDC,Roubo,sim,sim,denegado
00086350420228260000,24,1,2022-03-18,2022-04-11,1CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00086368620228260000,10,1,2022-03-18,2022-03-28,6CDC,Fechado,sim,sim,denegado
00086377120228260000,40,1,2022-03-18,2022-04-27,12CDC,Transferência para o regime fechado,não,sim,não conhecido
00086385620228260000,209,0,2022-03-18,NA,14CDC,Pena Privativa de Liberdade,não,sim,NA
00086394120228260000,18,1,2022-03-18,2022-04-05,8CDC,Roubo,sim,sim,denegado
00086402620228260000,41,1,2022-03-18,2022-04-28,9CDC,aberto,não,sim,prejudicado/extinto
00086411120228260000,209,0,2022-03-18,NA,14CDC,Crimes contra a vida,não,sim,NA
00086429320228260000,10,1,2022-03-18,2022-03-28,6CDC,Furto,sim,sim,denegado
00086437820228260000,45,1,2022-03-18,2022-05-02,1CDC,Execução penal,não,sim,denegado
00086446320228260000,209,0,2022-03-18,NA,11CDC,Roubo,não,sim,NA
00086463320228260000,5,1,2022-03-18,2022-03-23,16CDC,Execução penal,sim,sim,denegado
00086524020228260000,56,1,2022-03-18,2022-05-13,16CDC,Roubo,não,sim,concedido
00087615420228260000,57,1,2022-03-21,2022-05-17,4CDC,Tráfico de Drogas e Condutas Afins,não,sim,prejudicado/extinto
00087623920228260000,206,0,2022-03-21,NA,6CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00087632420228260000,29,1,2022-03-21,2022-04-19,9CDC,Tráfico de Drogas e Condutas Afins,sim,sim,denegado
00087659120228260000,39,1,2022-03-21,2022-04-29,4CDC,Homicídio Qualificado,não,sim,denegado
00087701620228260000,79,1,2022-03-21,2022-06-08,13CDC,Roubo,não,sim,prejudicado/extinto
00087719820228260000,38,1,2022-03-21,2022-04-28,15CDC,Furto Qualificado,não,sim,prejudicado/extinto
00087728320228260000,37,1,2022-03-21,2022-04-27,5CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00087927420228260000,46,1,2022-03-21,2022-05-06,13CDC,Furto,não,sim,denegado
00087935920228260000,18,1,2022-03-21,2022-04-08,2CDC,Associação para a Produção e Tráfico e Condutas Afins,sim,sim,denegado
00089226420228260000,14,1,2022-03-22,2022-04-05,8CDC,Tráfico de Drogas e Condutas Afins,sim,sim,denegado
00089243420228260000,205,0,2022-03-22,NA,15CDC,Estupro de vulnerável,não,sim,NA
00089251920228260000,205,0,2022-03-22,NA,7CDC,Roubo,não,sim,NA
00089260420228260000,205,0,2022-03-22,NA,7CDC,Execução penal,não,sim,NA
00089278620228260000,205,0,2022-03-22,NA,7CDC,Extorsão mediante seqüestro,não,sim,NA
00089287120228260000,38,1,2022-03-22,2022-04-29,3CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00089321120228260000,37,1,2022-03-22,2022-04-28,14CDC,Decorrente de Violência Doméstica,não,sim,denegado
00089339320228260000,27,1,2022-03-22,2022-04-18,16CDC,Roubo,não,sim,prejudicado/extinto
00089347820228260000,205,0,2022-03-22,NA,3CDC,Roubo,não,sim,NA
00089356320228260000,41,1,2022-03-22,2022-05-02,16CDC,Homicídio Qualificado,não,sim,denegado
00089373320228260000,7,1,2022-03-22,2022-03-29,8CDC,Tráfico de Drogas e Condutas Afins,sim,sim,denegado
00089381820228260000,38,1,2022-03-22,2022-04-29,9CDC,Homicídio Simples,não,sim,não conhecido
00089390320228260000,22,1,2022-03-22,2022-04-13,11CDC,Homicídio Qualificado,não,sim,não conhecido
00089425520228260000,205,0,2022-03-22,NA,11CDC,aberto,não,sim,NA
00089434020228260000,8,1,2022-03-22,2022-03-30,16CDC,Roubo,sim,sim,denegado
00089442520228260000,205,0,2022-03-22,NA,12CDC,Roubo,não,sim,NA
00089451020228260000,205,0,2022-03-22,NA,5CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00089469220228260000,64,1,2022-03-22,2022-05-25,11CDC,Roubo,não,sim,não conhecido
00089477720228260000,43,1,2022-03-22,2022-05-04,11CDC,Roubo,não,sim,não conhecido
00089486220228260000,37,1,2022-03-22,2022-04-28,15CDC,Estelionato,não,sim,denegado
00089702320228260000,37,1,2022-03-22,2022-04-28,3CDC,Injúria,não,sim,denegado
00089729020228260000,70,1,2022-03-22,2022-05-31,4CDC,Roubo,não,sim,denegado
00089746020228260000,48,1,2022-03-22,2022-05-09,4CDC,Latrocínio,não,sim,denegado
00089754520228260000,71,1,2022-03-22,2022-06-01,7CDC,Furto Qualificado,não,sim,não conhecido
00089763020228260000,134,1,2022-03-22,2022-08-03,13CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00089771520228260000,14,1,2022-03-22,2022-04-05,6CDC,Roubo Majorado,sim,sim,denegado
00089789720228260000,50,1,2022-03-22,2022-05-11,4CDC,Crimes do Sistema Nacional de Armas,não,sim,não conhecido
00089806720228260000,70,1,2022-03-22,2022-05-31,7CDC,Tráfico de Drogas e Condutas Afins,não,sim,prejudicado/extinto
00089815220228260000,205,0,2022-03-22,NA,8CDC,Roubo,não,sim,NA
00089832220228260000,13,1,2022-03-22,2022-04-04,3CDC,Latrocínio,não,sim,não conhecido
00089919620228260000,27,1,2022-03-22,2022-04-18,8CDC,Fechado,não,sim,não conhecido
00089928120228260000,9,1,2022-03-22,2022-03-31,2CDC,Roubo,não,sim,prejudicado/extinto
00089936620228260000,10,1,2022-03-22,2022-04-01,5CDC,Fechado,sim,sim,denegado
00089945120228260000,8,1,2022-03-22,2022-03-30,11CDC,Roubo,não,sim,prejudicado/extinto
00089953620228260000,37,1,2022-03-22,2022-04-28,15CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00089962120228260000,59,1,2022-03-22,2022-05-20,9CDC,Roubo Majorado,não,sim,não conhecido
00089970620228260000,205,0,2022-03-22,NA,NA,Homicídio Qualificado,não,sim,NA
00089988820228260000,29,1,2022-03-22,2022-04-20,15CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00090005820228260000,35,1,2022-03-22,2022-04-26,7CDC,Homicídio Qualificado,não,sim,prejudicado/extinto
00090014320228260000,38,1,2022-03-22,2022-04-29,16CDC,Homicídio Qualificado,não,sim,denegado
00090395520228260000,205,0,2022-03-22,NA,3CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00091304820228260000,34,1,2022-03-23,2022-04-26,2CDC,Execução penal,não,sim,não conhecido
00091321820228260000,51,1,2022-03-23,2022-05-13,9CDC,Crimes contra o Patrimônio,não,sim,denegado
00091348520228260000,13,1,2022-03-23,2022-04-05,8CDC,Crimes contra o Patrimônio,sim,sim,denegado
00091357020228260000,36,1,2022-03-23,2022-04-28,11CDC,Execução penal,não,sim,não conhecido
00091365520228260000,19,1,2022-03-23,2022-04-11,12CDC,Execução penal,não,sim,denegado
00091374020228260000,204,0,2022-03-23,NA,15CDC,Execução penal,não,sim,NA
00091382520228260000,99,1,2022-03-23,2022-06-30,7CDC,Apropriação indébita,não,sim,denegado
00091391020228260000,204,0,2022-03-23,NA,3CDC,Crimes contra o Patrimônio,não,sim,NA
00091409220228260000,64,1,2022-03-23,2022-05-26,2CDC,Execução penal,não,sim,prejudicado/extinto
00091417720228260000,204,0,2022-03-23,NA,2CDC,Crimes contra o Patrimônio,não,sim,NA
00091426220228260000,37,1,2022-03-23,2022-04-29,9CDC,Crimes contra o Patrimônio,não,sim,não conhecido
00091434720228260000,12,1,2022-03-23,2022-04-04,1CDC,Tráfico de Drogas e Condutas Afins,sim,sim,denegado
00091443220228260000,8,1,2022-03-23,2022-03-31,11CDC,Execução penal,sim,sim,não conhecido
00091451720228260000,204,0,2022-03-23,NA,3CDC,Execução penal,não,sim,NA
00091460220228260000,204,0,2022-03-23,NA,13CDC,Roubo Majorado,não,sim,NA
00091478420228260000,204,0,2022-03-23,NA,14CDC,Furto,não,sim,NA
00091486920228260000,44,1,2022-03-23,2022-05-06,8CDC,Lesão Corporal,não,sim,não conhecido
00091495420228260000,42,1,2022-03-23,2022-05-04,12CDC,Roubo,não,sim,denegado
00091503920228260000,204,0,2022-03-23,NA,4CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00091520920228260000,35,1,2022-03-23,2022-04-27,14CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00091539120228260000,204,0,2022-03-23,NA,14CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00091547620228260000,9,1,2022-03-23,2022-04-01,5CDC,Fechado,sim,sim,denegado
00091556120228260000,70,1,2022-03-23,2022-06-01,10CDC,Fechado,não,sim,não conhecido
00091564620228260000,27,1,2022-03-23,2022-04-19,4CDC,Tráfico de Drogas e Condutas Afins,sim,sim,denegado
00091573120228260000,61,1,2022-03-23,2022-05-23,12CDC,Pena de Multa,não,sim,não conhecido
00091599820228260000,34,1,2022-03-23,2022-04-26,13CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00091608320228260000,204,0,2022-03-23,NA,12CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00091616820228260000,204,0,2022-03-23,NA,12CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00091625320228260000,20,1,2022-03-23,2022-04-12,7CDC,Tráfico de Drogas e Condutas Afins,sim,sim,denegado
00091633820228260000,204,0,2022-03-23,NA,14CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00091642320228260000,36,1,2022-03-23,2022-04-28,15CDC,Roubo,não,sim,prejudicado/extinto
00091650820228260000,33,1,2022-03-23,2022-04-25,3CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00091669020228260000,20,1,2022-03-23,2022-04-12,7CDC,Crimes do Sistema Nacional de Armas,sim,sim,denegado
00091677520228260000,16,1,2022-03-23,2022-04-08,2CDC,Estelionato,sim,sim,denegado
00091686020228260000,6,1,2022-03-23,2022-03-29,5CDC,Crimes previstos na Lei da Organização Criminosa,sim,sim,denegado
00091703020228260000,204,0,2022-03-23,NA,6CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00091711520228260000,37,1,2022-03-23,2022-04-29,11CDC,Roubo,não,sim,prejudicado/extinto
00091729720228260000,204,0,2022-03-23,NA,1CDC,Crimes contra a vida,não,sim,NA
00091746720228260000,204,0,2022-03-23,NA,14CDC,Decorrente de Violência Doméstica,não,sim,NA
00091755220228260000,16,1,2022-03-23,2022-04-08,2CDC,Furto,sim,sim,denegado
00091763720228260000,13,1,2022-03-23,2022-04-05,6CDC,Crimes contra a vida,sim,sim,denegado
00091772220228260000,28,1,2022-03-23,2022-04-20,9CDC,Roubo,sim,sim,denegado
00091780720228260000,43,1,2022-03-23,2022-05-05,16CDC,Furto,não,sim,prejudicado/extinto
00091807420228260000,9,1,2022-03-23,2022-04-01,3CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00091824420228260000,204,0,2022-03-23,NA,16CDC,Homicídio Qualificado,não,sim,NA
00091841420228260000,204,0,2022-03-23,NA,6CDC,Roubo Majorado,não,sim,NA
00091859620228260000,204,0,2022-03-23,NA,3CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00091885120228260000,36,1,2022-03-23,2022-04-28,10CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00091902120228260000,7,1,2022-03-23,2022-03-30,11CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00091937320228260000,204,0,2022-03-23,NA,8CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00091954320228260000,204,0,2022-03-23,NA,6CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00091971320228260000,204,0,2022-03-23,NA,4CDC,Roubo,não,sim,NA
00091989520228260000,7,1,2022-03-23,2022-03-30,7CDC,Tráfico de Drogas e Condutas Afins,sim,sim,denegado
00093270320228260000,203,0,2022-03-24,NA,3CDC,Fechado,não,sim,NA
00093288520228260000,203,0,2022-03-24,NA,15CDC,Fechado,não,sim,NA
00093297020228260000,203,0,2022-03-24,NA,13CDC,aberto,não,sim,NA
00093305520228260000,50,1,2022-03-24,2022-05-13,11CDC,Fechado,não,sim,prejudicado/extinto
00093314020228260000,203,0,2022-03-24,NA,NA,Execução penal,não,sim,NA
00093349220228260000,11,1,2022-03-24,2022-04-04,13CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00093357720228260000,43,1,2022-03-24,2022-05-06,3CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00093366220228260000,203,0,2022-03-24,NA,15CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00093374720228260000,203,0,2022-03-24,NA,4CDC,Fechado,não,sim,NA
00093383220228260000,36,1,2022-03-24,2022-04-29,10CDC,Tráfico de Drogas e Condutas Afins,não,sim,prejudicado/extinto
00093391720228260000,203,0,2022-03-24,NA,4CDC,Roubo,não,sim,NA
00093400220228260000,69,1,2022-03-24,2022-06-01,12CDC,Roubo,não,sim,não conhecido
00094596020228260000,202,0,2022-03-25,NA,6CDC,Roubo,não,sim,NA
00094604520228260000,202,0,2022-03-25,NA,15CDC,Crime de Descumprimento de Medida Protetiva de Urgência,não,sim,NA
00094613020228260000,35,1,2022-03-25,2022-04-29,12CDC,Roubo,não,sim,denegado
00094621520228260000,56,1,2022-03-25,2022-05-20,8CDC,Furto,não,sim,não conhecido
00094639720228260000,33,1,2022-03-25,2022-04-27,7CDC,Crimes contra a vida,não,sim,denegado
00094648220228260000,36,1,2022-03-25,2022-04-30,9CDC,Tráfico de Drogas e Condutas Afins,não,sim,prejudicado/extinto
00094656720228260000,202,0,2022-03-25,NA,8CDC,Roubo,não,sim,NA
00094665220228260000,202,0,2022-03-25,NA,6CDC,Pena Privativa de Liberdade,não,sim,NA
00094673720228260000,11,1,2022-03-25,2022-04-05,6CDC,Execução penal,sim,sim,denegado
00094682220228260000,42,1,2022-03-25,2022-05-06,16CDC,Fechado,não,sim,prejudicado/extinto
00094994220228260000,25,1,2022-03-25,2022-04-19,4CDC,Leve,não,sim,denegado
00096328420228260000,199,0,2022-03-28,NA,16CDC,Crimes contra a vida,não,sim,NA
00096336920228260000,39,1,2022-03-28,2022-05-06,16CDC,Crimes do Sistema Nacional de Armas,não,sim,prejudicado/extinto
00096345420228260000,21,1,2022-03-28,2022-04-18,11CDC,Execução penal,não,sim,denegado
00096389120228260000,199,0,2022-03-28,NA,7CDC,Execução penal,não,sim,NA
00096397620228260000,8,1,2022-03-28,2022-04-05,6CDC,Homicídio Qualificado,sim,sim,denegado
00096423120228260000,23,1,2022-03-28,2022-04-20,2CDC,Roubo,não,sim,não conhecido
00096431620228260000,30,1,2022-03-28,2022-04-27,13CDC,Estupro,não,sim,NA
00096449820228260000,65,1,2022-03-28,2022-06-01,12CDC,Homicídio Simples,não,sim,não conhecido
00096458320228260000,22,1,2022-03-28,2022-04-19,8CDC,Execução penal,sim,sim,denegado
00096466820228260000,44,1,2022-03-28,2022-05-11,16CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00096475320228260000,44,1,2022-03-28,2022-05-11,7CDC,Crimes contra o Patrimônio,não,sim,denegado
00096492320228260000,46,1,2022-03-28,2022-05-13,3CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00096500820228260000,199,0,2022-03-28,NA,3CDC,Roubo,não,sim,NA
00096527520228260000,199,0,2022-03-28,NA,NA,Homicídio Simples,não,sim,NA
00096536020228260000,7,1,2022-03-28,2022-04-04,3CDC,Execução penal,não,sim,não conhecido
00096544520228260000,199,0,2022-03-28,NA,13CDC,Execução penal,não,sim,NA
00096553020228260000,199,0,2022-03-28,NA,8CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00097107820228260000,56,1,2022-03-28,2022-05-23,2CDC,Contravenções Penais,não,sim,NA
00097722120228260000,198,0,2022-03-29,NA,14CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00097757320228260000,62,1,2022-03-29,2022-05-30,11CDC,Execução penal,não,sim,não conhecido
00097765820228260000,6,1,2022-03-29,2022-04-04,5CDC,Roubo,sim,sim,denegado
00098008620228260000,10,1,2022-03-29,2022-04-08,7CDC,Furto,não,sim,denegado
00098017120228260000,10,1,2022-03-29,2022-04-08,5CDC,Roubo,não,sim,não conhecido
00098025620228260000,198,0,2022-03-29,NA,10CDC,Estupro de vulnerável,não,sim,NA
